item,itemLabel,birthplaceLabel,coordsBirth,birthDate,deathplaceLabel,coordsDeath,deathDate
http://www.wikidata.org/entity/Q92202,Georg Christian Schemelli,Herzberg (Elster),Point(13.233055555 51.683055555),1676-01-01T00:00:00Z,Zeitz,Point(12.1349991 51.0491637),1762-03-05T00:00:00Z
http://www.wikidata.org/entity/Q524156,Christoph Bernhard,Kołobrzeg,Point(15.576111111 54.176111111),1628-01-01T00:00:00Z,Dresden,Point(13.74 51.05),1692-11-24T00:00:00Z
http://www.wikidata.org/entity/Q100134,Andreas Hofer,Bad Reichenhall,Point(12.876944444 47.724722222),1629-01-01T00:00:00Z,Salzburg,Point(13.045 47.8),1684-02-25T00:00:00Z
http://www.wikidata.org/entity/Q96928,Thomas Selle,Zörbig,Point(12.116666666 51.616666666),1599-04-02T00:00:00Z,Hamburg,Point(10.0 53.55),1663-07-12T00:00:00Z
http://www.wikidata.org/entity/Q704728,Johann Caspar Ferdinand Fischer,Krásno,Point(12.78630142 50.109290025),1656-09-06T00:00:00Z,Rastatt,Point(8.203055555 48.857222222),1746-08-27T00:00:00Z
http://www.wikidata.org/entity/Q785961,Esaias Reusner,Lwówek Śląski,Point(15.583333333 51.116666666),1636-04-29T00:00:00Z,Berlin,Point(13.383333333 52.516666666),1679-05-01T00:00:00Z
http://www.wikidata.org/entity/Q767958,Giovanni Battista Fontana,Brescia,Point(10.220280555 45.538888888),1589-01-01T00:00:00Z,Padua,Point(11.877777777 45.406388888),1630-09-06T00:00:00Z
http://www.wikidata.org/entity/Q768048,Augustin Reinhard Stricker,,,1675-01-01T00:00:00Z,Heidelberg,Point(8.71 49.412222222),1718-01-01T00:00:00Z
http://www.wikidata.org/entity/Q776836,Wojciech Dębołęcki,Konojady,Point(19.21666667 53.35),1585-01-01T00:00:00Z,Lviv,Point(24.032222222 49.8425),1646-01-01T00:00:00Z
http://www.wikidata.org/entity/Q705842,Johann Georg Benda,Staré Benátky,Point(14.8258622 50.2803989),1714-08-30T00:00:00Z,Berlin,Point(13.383333333 52.516666666),1752-01-01T00:00:00Z
http://www.wikidata.org/entity/Q723537,Giovanni Bernardino Nanino,Vallerano,Point(12.264166666 42.385),1560-01-01T00:00:00Z,Vallerano,Point(12.264166666 42.385),1623-01-01T00:00:00Z
http://www.wikidata.org/entity/Q809620,Bartłomiej Pękiel,,,1601-01-01T00:00:00Z,Kraków,Point(19.937222222 50.061388888),1670-01-01T00:00:00Z
http://www.wikidata.org/entity/Q711931,Giuseppe Aldrovandini,Bologna,Point(11.342777777 44.493888888),1671-06-08T00:00:00Z,Bologna,Point(11.342777777 44.493888888),1707-02-09T00:00:00Z
http://www.wikidata.org/entity/Q711931,Giuseppe Aldrovandini,Bologna,Point(11.342777777 44.493888888),1671-06-08T00:00:00Z,Bologna,Point(11.342777777 44.493888888),1707-02-08T00:00:00Z
http://www.wikidata.org/entity/Q712182,Henry Eccles,London,Point(-0.1275 51.507222222),1670-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1742-01-01T00:00:00Z
http://www.wikidata.org/entity/Q766482,Michelangelo Grancino,Milan,Point(9.19 45.466944444),1605-01-01T00:00:00Z,Milan,Point(9.19 45.466944444),1669-04-14T00:00:00Z
http://www.wikidata.org/entity/Q762614,František Xaver Pokorný,Městec Králové,Point(15.297657206 50.207235649),1729-12-20T00:00:00Z,Regensburg,Point(12.083333333 49.016666666),1794-07-02T00:00:00Z
http://www.wikidata.org/entity/Q726500,Jacques-Martin Hotteterre,Paris,Point(2.352222222 48.856666666),1673-09-29T00:00:00Z,Paris,Point(2.352222222 48.856666666),1763-07-16T00:00:00Z
http://www.wikidata.org/entity/Q700798,Giuseppe Bonno,Vienna,Point(16.3725 48.208333333),1711-01-29T00:00:00Z,Vienna,Point(16.3725 48.208333333),1788-04-15T00:00:00Z
http://www.wikidata.org/entity/Q815916,Bellerofonte Castaldi,Modena,Point(10.92572 44.64582),1580-01-01T00:00:00Z,Modena,Point(10.92572 44.64582),1649-09-27T00:00:00Z
http://www.wikidata.org/entity/Q739019,Giovanni Battista Lampugnani,Milan,Point(9.19 45.466944444),1708-01-01T00:00:00Z,Milan,Point(9.19 45.466944444),1788-06-02T00:00:00Z
http://www.wikidata.org/entity/Q691763,Francesco Bartolomeo Conti,Florence,Point(11.254166666 43.771388888),1681-01-20T00:00:00Z,Vienna,Point(16.3725 48.208333333),1732-07-20T00:00:00Z
http://www.wikidata.org/entity/Q725358,Giovanni Mossi,Rome,Point(12.482777777 41.893055555),1680-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1742-01-01T00:00:00Z
http://www.wikidata.org/entity/Q695396,Gottlieb Muffat,Passau,Point(13.4609744 48.5748229),1690-04-25T00:00:00Z,Vienna,Point(16.3725 48.208333333),1770-12-09T00:00:00Z
http://www.wikidata.org/entity/Q691137,Vinko Jelić,Rijeka,Point(14.433333333 45.333333333),1596-01-01T00:00:00Z,Saverne,Point(7.361944444 48.741388888),1636-01-01T00:00:00Z
http://www.wikidata.org/entity/Q712616,František Brixi,Prague,Point(14.421388888 50.0875),1732-01-02T00:00:00Z,Prague,Point(14.421388888 50.0875),1771-10-14T00:00:00Z
http://www.wikidata.org/entity/Q731249,Christopher Simpson,,,1602-01-01T00:00:00Z,London,Point(-0.1275 51.507222222),1669-07-29T00:00:00Z
http://www.wikidata.org/entity/Q695881,Giovanni Valentini,Venice,Point(12.331944444 45.439722222),1582-01-01T00:00:00Z,Vienna,Point(16.3725 48.208333333),1649-04-30T00:00:00Z
http://www.wikidata.org/entity/Q707863,Johannes Hieronymus Kapsberger,Venice,Point(12.331944444 45.439722222),1580-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1651-01-17T00:00:00Z
http://www.wikidata.org/entity/Q726908,Jean-Baptiste Barrière,Bordeaux,Point(-0.579444444 44.837777777),1707-05-02T00:00:00Z,Paris,Point(2.352222222 48.856666666),1747-06-06T00:00:00Z
http://www.wikidata.org/entity/Q768718,Francisco Correa de Araujo,Seville,Point(-5.983333333 37.383333333),1584-09-16T00:00:00Z,Segovia,Point(-4.118333333 40.948055555),1654-10-31T00:00:00Z
http://www.wikidata.org/entity/Q726157,Jean Rousseau,Moulins,Point(3.3325 46.564722222),1644-10-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1700-01-01T00:00:00Z
http://www.wikidata.org/entity/Q705196,John Abell,Aberdeen,Point(-2.1 57.15),1653-01-01T00:00:00Z,Cambridge,Point(0.1225 52.208055555),1724-01-01T00:00:00Z
http://www.wikidata.org/entity/Q771208,Pietro Antonio Fiocco,Tregnago,Point(11.166666666 45.516666666),1653-02-03T00:00:00Z,Brussels metropolitan area,Point(4.3525 50.846666666),1714-09-03T00:00:00Z
http://www.wikidata.org/entity/Q726157,Jean Rousseau,Moulins,Point(3.3325 46.564722222),1644-10-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1699-06-01T00:00:00Z
http://www.wikidata.org/entity/Q771208,Pietro Antonio Fiocco,Tregnago,Point(11.166666666 45.516666666),1653-02-03T00:00:00Z,Brussels metropolitan area,Point(4.3525 50.846666666),1714-01-01T00:00:00Z
http://www.wikidata.org/entity/Q706287,Giovanni Maria Nanino,Tivoli,Point(12.8 41.966666666),1544-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1607-03-11T00:00:00Z
http://www.wikidata.org/entity/Q758130,Attilio Ariosti,Bologna,Point(11.342777777 44.493888888),1666-11-05T00:00:00Z,London,Point(-0.1275 51.507222222),1729-01-01T00:00:00Z
http://www.wikidata.org/entity/Q720273,Santiago de Murcia,Madrid,Point(-3.703333333 40.416944444),1673-07-25T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),1739-04-25T00:00:00Z
http://www.wikidata.org/entity/Q716625,Giacomo Facco,Campo San Martino,Point(11.816666666 45.55),1676-02-04T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),1753-02-17T00:00:00Z
http://www.wikidata.org/entity/Q716625,Giacomo Facco,Campo San Martino,Point(11.816666666 45.55),1676-02-04T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),1753-02-16T00:00:00Z
http://www.wikidata.org/entity/Q809502,Bartolomeo Montalbano,Bologna,Point(11.342777777 44.493888888),1600-01-01T00:00:00Z,Bologna,Point(11.342777777 44.493888888),1651-03-18T00:00:00Z
http://www.wikidata.org/entity/Q698358,Franz Tunder,Lübeck,Point(10.686388888 53.869722222),1614-01-01T00:00:00Z,Lübeck,Point(10.686388888 53.869722222),1667-11-05T00:00:00Z
http://www.wikidata.org/entity/Q795584,Giuseppe Scarlatti,Naples,Point(14.248611111 40.835833333),1723-01-01T00:00:00Z,Vienna,Point(16.3725 48.208333333),1777-08-17T00:00:00Z
http://www.wikidata.org/entity/Q692830,Jan Antonín Losy,Štěkeň,Point(14.005910716 49.267231177),1650-01-01T00:00:00Z,Prague,Point(14.421388888 50.0875),1721-08-22T00:00:00Z
http://www.wikidata.org/entity/Q718406,Tommaso Giordani,Naples,Point(14.248611111 40.835833333),1733-01-01T00:00:00Z,Dublin,Point(-6.260277777 53.349722222),1806-02-23T00:00:00Z
http://www.wikidata.org/entity/Q701274,Johann Heinrich Schmelzer,Scheibbs,Point(15.166666666 48.0),1630-01-01T00:00:00Z,Prague,Point(14.421388888 50.0875),1680-03-20T00:00:00Z
http://www.wikidata.org/entity/Q713060,Jean Baptiste Senaillé,Paris,Point(2.352222222 48.856666666),1687-11-23T00:00:00Z,Paris,Point(2.352222222 48.856666666),1730-10-15T00:00:00Z
http://www.wikidata.org/entity/Q709689,Pavel Josef Vejvanovský,Hlučín,Point(18.1920049 49.897939786),1639-01-01T00:00:00Z,Kroměříž,Point(17.393134863 49.297859972),1693-07-24T00:00:00Z
http://www.wikidata.org/entity/Q713436,Salamone Rossi,Mantua,Point(10.791111111 45.156388888),1570-08-19T00:00:00Z,Mantua,Point(10.791111111 45.156388888),1630-01-01T00:00:00Z
http://www.wikidata.org/entity/Q730234,Nicola Fago,Taranto,Point(17.243055555 40.471111111),1677-02-26T00:00:00Z,Naples,Point(14.248611111 40.835833333),1745-02-18T00:00:00Z
http://www.wikidata.org/entity/Q705842,Johann Georg Benda,Benátky nad Jizerou,Point(14.823513539 50.290918373),1713-08-30T00:00:00Z,Berlin,Point(13.383333333 52.516666666),1752-01-01T00:00:00Z
http://www.wikidata.org/entity/Q711181,Giovanni Francesco Anerio,Rome,Point(12.482777777 41.893055555),1567-01-01T00:00:00Z,Graz,Point(15.438611111 47.070833333),1630-06-12T00:00:00Z
http://www.wikidata.org/entity/Q739496,Joseph Chabanceau de La Barre,Paris,Point(2.352222222 48.856666666),1633-05-21T00:00:00Z,Paris,Point(2.352222222 48.856666666),1678-05-06T00:00:00Z
http://www.wikidata.org/entity/Q713606,Lelio Colista,Rome,Point(12.482777777 41.893055555),1629-01-13T00:00:00Z,Rome,Point(12.482777777 41.893055555),1680-10-13T00:00:00Z
http://www.wikidata.org/entity/Q725685,Jacques Champion de Chambonnières,Paris,Point(2.352222222 48.856666666),1602-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1672-05-01T00:00:00Z
http://www.wikidata.org/entity/Q715368,Jean Gilles,Tarascon,Point(4.659444444 43.805),1668-01-08T00:00:00Z,Avignon,Point(4.808333333 43.948611111),1705-02-05T00:00:00Z
http://www.wikidata.org/entity/Q771208,Pietro Antonio Fiocco,Tregnago,Point(11.166666666 45.516666666),1654-02-03T00:00:00Z,Brussels metropolitan area,Point(4.3525 50.846666666),1714-09-03T00:00:00Z
http://www.wikidata.org/entity/Q771208,Pietro Antonio Fiocco,Tregnago,Point(11.166666666 45.516666666),1654-02-03T00:00:00Z,Brussels metropolitan area,Point(4.3525 50.846666666),1714-01-01T00:00:00Z
http://www.wikidata.org/entity/Q809501,Bartolomeo Laurenti,Bologna,Point(11.342777777 44.493888888),1644-01-01T00:00:00Z,Bologna,Point(11.342777777 44.493888888),1726-01-18T00:00:00Z
http://www.wikidata.org/entity/Q701274,Johann Heinrich Schmelzer,Scheibbs,Point(15.166666666 48.0),1620-01-01T00:00:00Z,Prague,Point(14.421388888 50.0875),1680-03-20T00:00:00Z
http://www.wikidata.org/entity/Q784570,John Eccles,London,Point(-0.1275 51.507222222),1668-01-01T00:00:00Z,London,Point(-0.1275 51.507222222),1735-01-12T00:00:00Z
http://www.wikidata.org/entity/Q718064,Emanuele d'Astorga,Augusta,Point(15.219444444 37.230277777),1680-03-20T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),1757-01-01T00:00:00Z
http://www.wikidata.org/entity/Q726262,Robert Johnson,,,1583-01-01T00:00:00Z,London,Point(-0.1275 51.507222222),1633-11-01T00:00:00Z
http://www.wikidata.org/entity/Q713268,Francesco Maria Veracini,Florence,Point(11.254166666 43.771388888),1690-02-01T00:00:00Z,Florence,Point(11.254166666 43.771388888),1768-10-31T00:00:00Z
http://www.wikidata.org/entity/Q747199,Francesco Scarlatti,Palermo,Point(13.361261944 38.115658055),1666-12-05T00:00:00Z,Dublin,Point(-6.260277777 53.349722222),1741-01-01T00:00:00Z
http://www.wikidata.org/entity/Q691733,Georg Reutter II,Vienna,Point(16.3725 48.208333333),1708-04-06T00:00:00Z,Vienna,Point(16.3725 48.208333333),1772-03-11T00:00:00Z
http://www.wikidata.org/entity/Q726286,John Stanley,London,Point(-0.1275 51.507222222),1712-01-17T00:00:00Z,London,Point(-0.1275 51.507222222),1786-05-19T00:00:00Z
http://www.wikidata.org/entity/Q689576,Georg Matthias Monn,Vienna,Point(16.3725 48.208333333),1717-04-09T00:00:00Z,Vienna,Point(16.3725 48.208333333),1750-10-03T00:00:00Z
http://www.wikidata.org/entity/Q695765,Carl Heinrich Biber,Salzburg,Point(13.045 47.8),1681-09-04T00:00:00Z,Salzburg,Point(13.045 47.8),1749-11-19T00:00:00Z
http://www.wikidata.org/entity/Q737983,Benedetto Vinaccesi,Brescia,Point(10.220280555 45.538888888),1666-01-01T00:00:00Z,Venice,Point(12.331944444 45.439722222),1719-12-25T00:00:00Z
http://www.wikidata.org/entity/Q729071,Pablo Bruna,Daroca,Point(-1.4169508 41.1131898),1611-06-22T00:00:00Z,Daroca,Point(-1.4169508 41.1131898),1679-06-27T00:00:00Z
http://www.wikidata.org/entity/Q725818,Riccardo Broschi,Naples,Point(14.248611111 40.835833333),1698-01-01T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),1756-01-01T00:00:00Z
http://www.wikidata.org/entity/Q738001,Asprilio Pacelli,Stroncone,Point(12.666666666 42.5),1570-01-01T00:00:00Z,Warsaw,Point(21.011111111 52.23),1623-05-04T00:00:00Z
http://www.wikidata.org/entity/Q696000,Johann Bernhard Bach the elder,Erfurt,Point(11.028888888 50.978055555),1676-05-23T00:00:00Z,Eisenach,Point(10.324444444 50.974722222),1749-06-11T00:00:00Z
http://www.wikidata.org/entity/Q731249,Christopher Simpson,,,1606-01-01T00:00:00Z,London,Point(-0.1275 51.507222222),1669-07-29T00:00:00Z
http://www.wikidata.org/entity/Q698797,Johann Nicolaus Bach,Eisenach,Point(10.324444444 50.974722222),1669-10-20T00:00:00Z,Jena,Point(11.586388888 50.927222222),1753-11-04T00:00:00Z
http://www.wikidata.org/entity/Q702197,Melchior Franck,Zittau,Point(14.807222222 50.896111111),1579-01-01T00:00:00Z,Coburg,Point(10.957869444 50.258469444),1639-06-01T00:00:00Z
http://www.wikidata.org/entity/Q734825,Paolo Lorenzani,Rome,Point(12.482777777 41.893055555),1640-01-05T00:00:00Z,Rome,Point(12.482777777 41.893055555),1713-10-28T00:00:00Z
http://www.wikidata.org/entity/Q709437,Giovanni Maria Trabaci,Irsina,Point(16.233333333 40.75),1580-01-01T00:00:00Z,Naples,Point(14.248611111 40.835833333),1647-12-31T00:00:00Z
http://www.wikidata.org/entity/Q704174,Johann Ludwig Krebs,Buttelstedt,Point(11.341111111 51.074166666),1713-01-01T00:00:00Z,Altenburg,Point(12.433333333 50.985),1780-01-01T00:00:00Z
http://www.wikidata.org/entity/Q705842,Johann Georg Benda,Benátky nad Jizerou,Point(14.823513539 50.290918373),1714-08-30T00:00:00Z,Berlin,Point(13.383333333 52.516666666),1752-01-01T00:00:00Z
http://www.wikidata.org/entity/Q713218,Marco Uccellini,Forlimpopoli,Point(12.133333333 44.183333333),1603-01-01T00:00:00Z,Forlimpopoli,Point(12.133333333 44.183333333),1680-09-10T00:00:00Z
http://www.wikidata.org/entity/Q697238,Ignaz Holzbauer,Vienna,Point(16.3725 48.208333333),1711-01-01T00:00:00Z,Mannheim,Point(8.466111111 49.487777777),1783-04-07T00:00:00Z
http://www.wikidata.org/entity/Q701274,Johann Heinrich Schmelzer,Scheibbs,Point(15.166666666 48.0),1630-01-01T00:00:00Z,Vienna,Point(16.3725 48.208333333),1680-03-20T00:00:00Z
http://www.wikidata.org/entity/Q726038,Alfonso Ferrabosco the younger,Greenwich,Point(0.0 51.48),1575-01-01T00:00:00Z,Greenwich,Point(0.0 51.48),1628-03-11T00:00:00Z
http://www.wikidata.org/entity/Q704728,Johann Caspar Ferdinand Fischer,Ostrov,Point(12.939153516 50.306035004),1656-09-06T00:00:00Z,Rastatt,Point(8.203055555 48.857222222),1746-08-27T00:00:00Z
http://www.wikidata.org/entity/Q707696,Jean-François Dandrieu,Paris,Point(2.352222222 48.856666666),1682-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1738-01-17T00:00:00Z
http://www.wikidata.org/entity/Q705842,Johann Georg Benda,Staré Benátky,Point(14.8258622 50.2803989),1713-08-30T00:00:00Z,Berlin,Point(13.383333333 52.516666666),1752-01-01T00:00:00Z
http://www.wikidata.org/entity/Q725197,Loreto Vittori,Spoleto,Point(12.733333333 42.733333333),1600-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1670-04-23T00:00:00Z
http://www.wikidata.org/entity/Q765195,Francesco Alborea,Naples,Point(14.248611111 40.835833333),1691-03-07T00:00:00Z,Vienna,Point(16.3725 48.208333333),1739-07-20T00:00:00Z
http://www.wikidata.org/entity/Q700298,Johann Krieger,Nuremberg,Point(11.0775 49.453888888),1651-12-28T00:00:00Z,Zittau,Point(14.807222222 50.896111111),1735-07-18T00:00:00Z
http://www.wikidata.org/entity/Q727802,Pirro Albergati,Bologna,Point(11.342777777 44.493888888),1663-09-20T00:00:00Z,Bologna,Point(11.342777777 44.493888888),1735-06-22T00:00:00Z
http://www.wikidata.org/entity/Q771208,Pietro Antonio Fiocco,Tregnago,Point(11.166666666 45.516666666),1650-01-01T00:00:00Z,Brussels metropolitan area,Point(4.3525 50.846666666),1714-09-03T00:00:00Z
http://www.wikidata.org/entity/Q771208,Pietro Antonio Fiocco,Tregnago,Point(11.166666666 45.516666666),1650-01-01T00:00:00Z,Brussels metropolitan area,Point(4.3525 50.846666666),1714-01-01T00:00:00Z
http://www.wikidata.org/entity/Q700798,Giuseppe Bonno,Vienna,Point(16.3725 48.208333333),1710-01-29T00:00:00Z,Vienna,Point(16.3725 48.208333333),1788-04-15T00:00:00Z
http://www.wikidata.org/entity/Q740661,Esteban Salas y Castro,Havana,Point(-82.358888888 23.136666666),1725-12-25T00:00:00Z,Santiago de Cuba,Point(-75.829444444 20.021666666),1803-07-14T00:00:00Z
http://www.wikidata.org/entity/Q716279,Guillaume-Gabriel Nivers,Paris,Point(2.352222222 48.856666666),1632-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1714-11-30T00:00:00Z
http://www.wikidata.org/entity/Q711089,Lodovico Giustini,Pistoia,Point(10.916666666 43.933333333),1685-12-12T00:00:00Z,Pistoia,Point(10.916666666 43.933333333),1743-07-02T00:00:00Z
http://www.wikidata.org/entity/Q711089,Lodovico Giustini,Pistoia,Point(10.916666666 43.933333333),1685-12-12T00:00:00Z,Pistoia,Point(10.916666666 43.933333333),1743-02-07T00:00:00Z
http://www.wikidata.org/entity/Q701274,Johann Heinrich Schmelzer,Scheibbs,Point(15.166666666 48.0),1620-01-01T00:00:00Z,Vienna,Point(16.3725 48.208333333),1680-03-20T00:00:00Z
http://www.wikidata.org/entity/Q706203,Philipp Nicolai,Bad Arolsen,Point(9.016666666 51.377777777),1556-08-10T00:00:00Z,Hamburg,Point(10.0 53.55),1608-10-26T00:00:00Z
http://www.wikidata.org/entity/Q709437,Giovanni Maria Trabaci,Irsina,Point(16.233333333 40.75),1575-01-01T00:00:00Z,Naples,Point(14.248611111 40.835833333),1647-12-31T00:00:00Z
http://www.wikidata.org/entity/Q776836,Wojciech Dębołęcki,Konojady,Point(19.24908 53.35731),1585-01-01T00:00:00Z,Lviv,Point(24.032222222 49.8425),1646-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1402807,Francesco Sacrati,Parma,Point(10.328 44.801472222),1605-09-01T00:00:00Z,Modena,Point(10.92572 44.64582),1650-05-20T00:00:00Z
http://www.wikidata.org/entity/Q1503578,Georg Arnold,Valtice,Point(16.75498066 48.740717231),1621-04-23T00:00:00Z,Bamberg,Point(10.891666666 49.891666666),1676-01-16T00:00:00Z
http://www.wikidata.org/entity/Q1503578,Georg Arnold,Valtice,Point(16.75498066 48.740717231),1621-04-23T00:00:00Z,Bamberg,Point(10.891666666 49.891666666),1676-01-15T00:00:00Z
http://www.wikidata.org/entity/Q1387014,Maurizio Cazzati,Luzzara,Point(10.683333333 44.966666666),1616-01-01T00:00:00Z,Mantua,Point(10.791111111 45.156388888),1678-09-28T00:00:00Z
http://www.wikidata.org/entity/Q1525861,Giovanni Battista Fasolo,Asti,Point(8.206944444 44.9),1598-01-01T00:00:00Z,Monreale,Point(13.288888888 38.081666666),1664-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1410445,Johann Friedrich Meister,Peine,Point(10.233611111 52.320277777),1655-01-01T00:00:00Z,Flensburg,Point(9.436666666 54.781944444),1697-10-28T00:00:00Z
http://www.wikidata.org/entity/Q1442078,Aldebrando Subissati,Fossombrone,Point(12.806119444 43.688955555),1606-04-30T00:00:00Z,Fossombrone,Point(12.806119444 43.688955555),1677-08-20T00:00:00Z
http://www.wikidata.org/entity/Q1410445,Johann Friedrich Meister,Peine,Point(10.233611111 52.320277777),1655-01-01T00:00:00Z,Flensburg,Point(9.436666666 54.781944444),1697-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1410445,Johann Friedrich Meister,Peine,Point(10.233611111 52.320277777),1638-01-01T00:00:00Z,Flensburg,Point(9.436666666 54.781944444),1697-10-28T00:00:00Z
http://www.wikidata.org/entity/Q1393945,Joseph Abaco,City of Brussels,Point(4.351666666 50.846666666),1710-03-27T00:00:00Z,Arbizzano,Point(10.93831 45.49489),1805-08-31T00:00:00Z
http://www.wikidata.org/entity/Q1410445,Johann Friedrich Meister,Peine,Point(10.233611111 52.320277777),1638-01-01T00:00:00Z,Flensburg,Point(9.436666666 54.781944444),1697-01-01T00:00:00Z
http://www.wikidata.org/entity/Q832353,Giuseppe Antonio Bernabei,Rome,Point(12.482777777 41.893055555),1649-01-01T00:00:00Z,Munich,Point(11.575 48.1375),1732-03-09T00:00:00Z
http://www.wikidata.org/entity/Q873436,Paul Hainlein,Nuremberg,Point(11.0775 49.453888888),1626-04-11T00:00:00Z,Nuremberg,Point(11.0775 49.453888888),1686-08-06T00:00:00Z
http://www.wikidata.org/entity/Q1441040,Francesco Foggia,Rome,Point(12.482777777 41.893055555),1604-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1688-01-08T00:00:00Z
http://www.wikidata.org/entity/Q820055,Julius Johann Weiland,,,1605-01-01T00:00:00Z,Wolfenbüttel,Point(10.536944444 52.162222222),1663-04-02T00:00:00Z
http://www.wikidata.org/entity/Q1410582,Giuseppe Allevi,Piacenza,Point(9.7 45.05),1603-01-01T00:00:00Z,Piacenza,Point(9.7 45.05),1670-07-18T00:00:00Z
http://www.wikidata.org/entity/Q1489571,Gabriel Plautzius,Carniola,Point(14.5 46.05),1590-01-01T00:00:00Z,Mainz,Point(8.273611111 49.999444444),1641-01-11T00:00:00Z
http://www.wikidata.org/entity/Q824760,Marco Giuseppe Peranda,Macerata,Point(13.453333333 43.300277777),1626-04-04T00:00:00Z,Dresden,Point(13.74 51.05),1675-01-12T00:00:00Z
http://www.wikidata.org/entity/Q1445590,František Jiránek,Lomnice nad Popelkou,Point(15.373504846 50.530676536),1698-07-24T00:00:00Z,Dresden,Point(13.74 51.05),1778-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1525836,Giovanni Battista Casali,Rome,Point(12.482777777 41.893055555),1715-01-01T00:00:00Z,Rome,Point(12.482777777 41.893055555),1792-07-06T00:00:00Z
http://www.wikidata.org/entity/Q1406864,Johannes Schultz,Lüneburg,Point(10.414444444 53.2525),1582-07-06T00:00:00Z,Dannenberg (Elbe),Point(11.1009 53.0986),1653-02-16T00:00:00Z
http://www.wikidata.org/entity/Q1441216,Francesco Paolo Supriani,Conversano,Point(17.116667 40.966667),1678-07-11T00:00:00Z,Naples,Point(14.248611111 40.835833333),1753-08-28T00:00:00Z
http://www.wikidata.org/entity/Q1489169,Gabriel Díaz Bessón,Alcalá de Henares,Point(-3.364305 40.481815),1590-01-01T00:00:00Z,Madrid,Point(-3.703333333 40.416944444),1638-11-06T00:00:00Z
http://www.wikidata.org/entity/Q1401441,Vincenzo de Grandis,Ostra,Point(13.158230555 43.61265),1631-04-06T00:00:00Z,Ostra,Point(13.158230555 43.61265),1708-04-06T00:00:00Z
http://www.wikidata.org/entity/Q1399777,Michel de la Barre,Paris,Point(2.352222222 48.856666666),1675-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1745-03-15T00:00:00Z
http://www.wikidata.org/entity/Q1441259,Francesco Usper,Rovinj,Point(13.633333333 45.083333333),1561-11-11T00:00:00Z,Venice,Point(12.331944444 45.439722222),1641-02-24T00:00:00Z
http://www.wikidata.org/entity/Q1405924,Ferdinand Zellbell Sr.,Uppsala,Point(17.638946597 59.849760548),1689-04-14T00:00:00Z,Storkyrkoförsamlingen,Point(18.071338888 59.325319444),1765-07-06T00:00:00Z
http://www.wikidata.org/entity/Q1523408,Giovanni Stefano Carbonelli,Rome,Point(12.482777777 41.893055555),1691-01-01T00:00:00Z,London,Point(-0.1275 51.507222222),1772-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1399777,Michel de la Barre,Paris,Point(2.352222222 48.856666666),1675-01-01T00:00:00Z,Paris,Point(2.352222222 48.856666666),1743-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1413930,Filippo Manfredi,Lucca,Point(10.516666666 43.85),1731-03-08T00:00:00Z,Lucca,Point(10.516666666 43.85),1777-07-12T00:00:00Z
http://www.wikidata.org/entity/Q1397669,Girolamo Abos,Valletta,Point(14.5125 35.897777777),1715-11-16T00:00:00Z,Naples,Point(14.248611111 40.835833333),1760-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1524748,Hieronymus Gradenthaler,Regensburg,Point(12.083333333 49.016666666),1637-09-27T00:00:00Z,Regensburg,Point(12.083333333 49.016666666),1700-07-19T00:00:00Z
http://www.wikidata.org/entity/Q1525943,Giovanni Battista Volpe,Venice,Point(12.331944444 45.439722222),1620-01-01T00:00:00Z,Venice,Point(12.331944444 45.439722222),1691-01-01T00:00:00Z
http://www.wikidata.org/entity/Q823343,Johann Gottlieb Görner,Penig,Point(12.705833333 50.933611111),1697-04-16T00:00:00Z,Leipzig,Point(12.375 51.34),1778-02-15T00:00:00Z
http://www.wikidata.org/entity/Q1447362,Valentin Molitor,Rapperswil,Point(8.82228 47.22557),1637-01-01T00:00:00Z,Weingarten,Point(9.64172 47.80777),1713-04-15T00:00:00Z
http://www.wikidata.org/entity/Q874756,Karl Kohaut,Vienna,Point(16.3725 48.208333333),1726-08-26T00:00:00Z,Vienna,Point(16.3725 48.208333333),1784-08-06T00:00:00Z
